studentId,courseId,grade,term,year,attemptNo
STU0012,CRS030,61.6,Spring,2025,1
STU0012,CRS033,71.5,Fall,2025,1
STU0012,CRS019,64.7,Summer,2023,1
STU0012,CRS024,76.2,Fall,2023,1
STU0012,CRS039,82.6,Summer,2024,1
STU0012,CRS006,63.0,Spring,2025,1
STU0012,CRS005,71.7,Summer,2025,1
STU0012,CRS003,87.2,Fall,2024,1
STU0012,CRS025,64.4,Spring,2024,1
STU0012,CRS016,58.6,Spring,2024,1
STU0012,CRS031,62.8,Spring,2025,1
STU0012,CRS026,82.2,Summer,2023,1
STU0012,CRS013,67.9,Summer,2025,1
STU0013,CRS028,73.4,Spring,2023,1
STU0013,CRS039,75.4,Spring,2023,1
STU0013,CRS006,59.5,Summer,2025,1
STU0013,CRS035,43.7,Spring,2024,1
STU0013,CRS025,72.3,Spring,2025,1
STU0013,CRS023,57.9,Summer,2025,1
STU0013,CRS027,71.6,Fall,2024,1
STU0013,CRS001,80.4,Fall,2025,1
STU0013,CRS017,74.6,Summer,2023,1
STU0013,CRS034,74.2,Spring,2024,1
STU0013,CRS011,71.5,Summer,2025,1
STU0013,CRS015,72.3,Summer,2024,1
STU0013,CRS010,65.8,Fall,2025,1
STU0014,CRS006,62.9,Summer,2023,1
STU0014,CRS031,82.3,Spring,2025,1
STU0014,CRS008,80.5,Spring,2025,1
STU0014,CRS037,62.8,Spring,2023,1
STU0014,CRS025,65.9,Summer,2025,1
STU0014,CRS001,55.6,Summer,2025,1
STU0014,CRS002,58.1,Summer,2023,1
STU0014,CRS024,67.8,Summer,2025,1
STU0014,CRS033,80.0,Spring,2025,1
STU0014,CRS009,90.2,Spring,2023,1
STU0014,CRS035,55.0,Spring,2024,1
STU0014,CRS003,73.3,Fall,2023,1
STU0014,CRS038,59.2,Spring,2024,1
STU0014,CRS027,79.7,Fall,2023,1
STU0014,CRS032,64.5,Fall,2023,1
STU0014,CRS005,53.7,Fall,2024,1
STU0015,CRS003,66.1,Fall,2025,1
STU0015,CRS008,82.7,Summer,2025,1
STU0015,CRS040,72.4,Summer,2023,1
STU0015,CRS017,68.9,Summer,2024,1
STU0015,CRS032,69.3,Summer,2023,1
STU0015,CRS025,91.3,Summer,2024,1
STU0015,CRS022,93.2,Fall,2023,1
STU0015,CRS006,71.3,Fall,2025,1
STU0015,CRS039,74.2,Summer,2023,1
STU0015,CRS011,77.0,Summer,2024,1
STU0015,CRS029,60.7,Fall,2024,1
STU0016,CRS024,62.8,Spring,2025,1
STU0016,CRS025,75.3,Summer,2023,1
STU0016,CRS016,62.7,Spring,2025,1
STU0016,CRS009,68.2,Spring,2025,1
STU0016,CRS023,64.5,Spring,2023,1
STU0016,CRS012,77.6,Summer,2023,1
STU0016,CRS001,70.0,Spring,2024,1
STU0016,CRS019,76.8,Fall,2024,1
STU0016,CRS010,61.4,Summer,2025,1
STU0017,CRS014,84.7,Spring,2024,1
STU0017,CRS020,68.7,Spring,2024,1
STU0017,CRS030,67.3,Summer,2025,1
STU0017,CRS037,83.7,Spring,2023,1
STU0017,CRS038,67.5,Fall,2025,1
STU0017,CRS021,80.8,Fall,2024,1
STU0017,CRS033,54.7,Fall,2025,1
STU0017,CRS012,68.0,Spring,2024,1
STU0017,CRS035,46.9,Summer,2023,1
STU0017,CRS019,51.2,Summer,2025,1
STU0017,CRS005,86.6,Fall,2024,1
STU0017,CRS002,76.0,Fall,2023,1
STU0018,CRS024,79.1,Spring,2024,1
STU0018,CRS006,66.7,Summer,2023,1
STU0018,CRS014,82.8,Spring,2023,1
STU0018,CRS039,88.9,Fall,2024,1
STU0018,CRS040,60.9,Spring,2023,1
STU0018,CRS031,51.9,Spring,2023,1
STU0018,CRS012,84.8,Spring,2025,1
STU0018,CRS027,65.1,Spring,2023,1
STU0018,CRS015,81.0,Spring,2023,1
STU0018,CRS025,67.4,Spring,2023,1
STU0018,CRS001,88.0,Fall,2024,1
STU0018,CRS009,72.3,Fall,2025,1
STU0018,CRS021,74.0,Summer,2024,1
STU0019,CRS007,67.0,Fall,2023,1
STU0019,CRS008,69.1,Fall,2024,1
STU0019,CRS037,69.6,Spring,2025,1
STU0019,CRS002,72.0,Fall,2025,1
STU0019,CRS009,68.9,Spring,2024,1
STU0019,CRS011,73.3,Summer,2023,1
STU0019,CRS019,80.8,Fall,2023,1
STU0019,CRS023,69.5,Spring,2023,1
STU0019,CRS003,75.0,Fall,2025,1
STU0019,CRS010,83.8,Summer,2025,1
STU0019,CRS035,95.2,Summer,2024,1
STU0019,CRS027,66.1,Fall,2024,1
STU0020,CRS037,72.7,Fall,2024,1
STU0020,CRS023,68.1,Fall,2023,1
STU0020,CRS035,68.7,Fall,2024,1
STU0020,CRS013,53.3,Summer,2025,1
STU0020,CRS019,65.5,Spring,2023,1
STU0020,CRS021,74.0,Fall,2024,1
STU0020,CRS004,62.2,Summer,2025,1
STU0020,CRS015,68.9,Fall,2025,1
STU0020,CRS025,57.3,Summer,2025,1
STU0020,CRS008,85.0,Fall,2025,1
STU0020,CRS007,81.3,Fall,2024,1
STU0020,CRS001,70.9,Spring,2023,1
STU0021,CRS029,47.7,Summer,2024,1
STU0021,CRS039,62.8,Fall,2025,1
STU0021,CRS031,56.6,Spring,2023,1
STU0021,CRS036,65.6,Summer,2025,1
STU0021,CRS005,81.1,Fall,2025,1
STU0021,CRS030,80.6,Spring,2023,1
STU0021,CRS017,52.5,Summer,2025,1
STU0021,CRS022,77.6,Summer,2025,1
STU0021,CRS025,69.0,Summer,2023,1
STU0021,CRS040,83.3,Spring,2024,1
STU0021,CRS011,59.9,Fall,2025,1
STU0021,CRS027,60.6,Spring,2024,1
STU0021,CRS010,86.2,Spring,2025,1
STU0022,CRS033,67.7,Fall,2024,1
STU0022,CRS001,66.3,Fall,2024,1
STU0022,CRS014,79.4,Fall,2025,1
STU0022,CRS002,59.6,Summer,2025,1
STU0022,CRS005,48.9,Fall,2025,1
STU0022,CRS026,81.9,Summer,2024,1
STU0022,CRS028,93.7,Fall,2023,1
STU0022,CRS031,56.7,Spring,2025,1
STU0022,CRS036,51.4,Spring,2025,1
STU0022,CRS030,75.1,Fall,2025,1
STU0022,CRS009,76.1,Spring,2025,1
STU0022,CRS024,70.5,Spring,2025,1
STU0022,CRS035,63.7,Fall,2023,1
STU0022,CRS019,80.0,Fall,2025,1
STU0022,CRS025,80.0,Spring,2023,1
STU0022,CRS003,54.5,Spring,2023,1
STU0023,CRS040,57.6,Fall,2023,1
STU0023,CRS011,72.1,Fall,2024,1
STU0023,CRS015,70.2,Spring,2025,1
STU0023,CRS006,61.9,Spring,2025,1
STU0023,CRS022,74.2,Spring,2024,1
STU0023,CRS027,79.1,Fall,2025,1
STU0023,CRS023,59.4,Fall,2024,1
STU0023,CRS037,59.3,Spring,2023,1
STU0023,CRS019,69.0,Summer,2024,1
STU0023,CRS004,59.2,Spring,2023,1
STU0023,CRS013,64.4,Spring,2024,1
STU0024,CRS037,91.7,Spring,2025,1
STU0024,CRS009,65.8,Spring,2024,1
STU0024,CRS013,63.4,Spring,2023,1
STU0024,CRS021,66.6,Spring,2025,1
STU0024,CRS030,78.1,Spring,2024,1
STU0024,CRS023,77.6,Summer,2024,1
STU0024,CRS025,67.2,Fall,2025,1
STU0024,CRS011,65.0,Spring,2023,1
STU0024,CRS010,75.9,Spring,2025,1
STU0024,CRS007,66.3,Fall,2025,1
STU0024,CRS036,72.3,Spring,2024,1
STU0024,CRS022,52.9,Fall,2023,1
STU0024,CRS033,64.7,Spring,2025,1
STU0024,CRS017,65.4,Spring,2024,1
STU0024,CRS016,43.6,Spring,2025,1
STU0025,CRS017,59.8,Summer,2024,1
STU0025,CRS021,68.3,Fall,2025,1
STU0025,CRS012,63.3,Spring,2024,1
STU0025,CRS002,62.8,Spring,2023,1
STU0025,CRS005,59.4,Summer,2024,1
STU0025,CRS015,73.9,Summer,2024,1
STU0025,CRS003,65.9,Spring,2025,1
STU0025,CRS027,56.8,Fall,2023,1
STU0025,CRS009,70.0,Summer,2025,1
STU0025,CRS011,77.5,Spring,2024,1
STU0025,CRS016,52.0,Summer,2025,1
STU0025,CRS001,55.4,Summer,2023,1
STU0025,CRS008,62.4,Fall,2023,1
STU0026,CRS009,81.8,Summer,2025,1
STU0026,CRS013,72.4,Spring,2023,1
STU0026,CRS038,78.4,Fall,2023,1
STU0026,CRS002,78.1,Fall,2025,1
STU0026,CRS017,54.0,Spring,2024,1
STU0026,CRS028,45.7,Spring,2025,1
STU0026,CRS007,78.8,Fall,2025,1
STU0026,CRS006,82.5,Fall,2025,1
STU0027,CRS035,78.2,Spring,2024,1
STU0027,CRS001,64.2,Spring,2024,1
STU0027,CRS024,81.0,Fall,2025,1
STU0027,CRS008,78.0,Fall,2025,1
STU0027,CRS031,65.2,Spring,2024,1
STU0027,CRS010,85.3,Spring,2025,1
STU0027,CRS038,77.0,Spring,2023,1
STU0027,CRS017,80.6,Fall,2023,1
STU0027,CRS025,78.2,Summer,2023,1
STU0027,CRS040,74.0,Spring,2025,1
STU0028,CRS013,67.3,Spring,2025,1
STU0028,CRS001,72.6,Fall,2024,1
STU0028,CRS008,89.6,Spring,2025,1
STU0028,CRS029,81.1,Spring,2023,1
STU0028,CRS028,68.3,Summer,2024,1
STU0028,CRS030,72.7,Summer,2024,1
STU0028,CRS012,71.8,Fall,2023,1
STU0028,CRS037,77.2,Fall,2023,1
STU0028,CRS023,51.8,Spring,2023,1
STU0028,CRS006,72.1,Summer,2024,1
STU0028,CRS027,59.5,Fall,2025,1
STU0028,CRS020,52.5,Spring,2025,1
STU0028,CRS040,75.7,Spring,2025,1
STU0029,CRS034,80.6,Fall,2025,1
STU0029,CRS001,69.1,Summer,2024,1
STU0029,CRS023,53.2,Spring,2023,1
STU0029,CRS009,75.8,Summer,2025,1
STU0029,CRS036,73.0,Summer,2025,1
STU0029,CRS010,78.8,Fall,2024,1
STU0029,CRS024,66.6,Summer,2023,1
STU0029,CRS022,74.9,Fall,2023,1
STU0029,CRS015,62.0,Fall,2023,1
STU0029,CRS027,60.7,Spring,2023,1
STU0029,CRS029,67.3,Spring,2025,1
STU0030,CRS015,48.3,Summer,2024,1
STU0030,CRS027,79.0,Spring,2025,1
STU0030,CRS007,83.4,Fall,2025,1
STU0030,CRS039,61.3,Fall,2023,1
STU0030,CRS008,75.8,Spring,2024,1
STU0030,CRS035,61.3,Summer,2025,1
STU0030,CRS037,62.3,Spring,2025,1
STU0030,CRS009,69.7,Spring,2024,1
STU0030,CRS018,89.3,Summer,2023,1
STU0030,CRS030,90.6,Fall,2024,1
STU0030,CRS014,62.4,Summer,2023,1
STU0030,CRS020,92.1,Spring,2024,1
STU0030,CRS025,72.2,Summer,2025,1
STU0031,CRS037,64.8,Spring,2023,1
STU0031,CRS015,66.4,Summer,2025,1
STU0031,CRS012,72.2,Summer,2023,1
STU0031,CRS024,65.5,Fall,2024,1
STU0031,CRS022,83.7,Summer,2023,1
STU0031,CRS016,53.4,Fall,2025,1
STU0031,CRS039,68.5,Fall,2024,1
STU0031,CRS018,61.2,Fall,2023,1
STU0031,CRS008,71.1,Spring,2025,1
STU0031,CRS014,76.6,Fall,2024,1
STU0031,CRS006,63.5,Summer,2024,1
STU0031,CRS027,74.2,Fall,2024,1
STU0031,CRS011,69.8,Fall,2025,1
STU0031,CRS038,51.7,Summer,2024,1
STU0031,CRS009,51.4,Fall,2025,1
STU0032,CRS010,70.7,Spring,2025,1
STU0032,CRS011,66.6,Summer,2023,1
STU0032,CRS030,69.1,Summer,2025,1
STU0032,CRS036,75.3,Fall,2025,1
STU0032,CRS037,64.4,Summer,2023,1
STU0032,CRS040,61.0,Fall,2025,1
STU0032,CRS039,77.4,Summer,2025,1
STU0032,CRS003,54.0,Summer,2024,1
STU0032,CRS006,74.5,Summer,2023,1
STU0032,CRS022,73.4,Fall,2023,1
STU0032,CRS004,61.7,Fall,2025,1
STU0032,CRS035,84.7,Summer,2024,1
STU0032,CRS021,62.2,Summer,2023,1
STU0032,CRS019,88.8,Summer,2024,1
STU0033,CRS004,78.8,Summer,2025,1
STU0033,CRS010,54.0,Fall,2024,1
STU0033,CRS035,63.6,Summer,2025,1
STU0033,CRS008,62.9,Spring,2025,1
STU0033,CRS016,76.0,Spring,2024,1
STU0033,CRS017,64.5,Fall,2025,1
STU0033,CRS028,68.5,Spring,2024,1
STU0033,CRS036,81.6,Spring,2023,1
STU0033,CRS014,66.1,Summer,2023,1
STU0033,CRS022,76.5,Fall,2024,1
STU0034,CRS017,40.9,Spring,2024,1
STU0034,CRS006,74.4,Spring,2023,1
STU0034,CRS039,40.0,Spring,2025,1
STU0034,CRS019,52.0,Fall,2024,1
STU0034,CRS008,76.1,Summer,2024,1
STU0034,CRS022,77.2,Summer,2024,1
STU0034,CRS009,62.4,Spring,2023,1
STU0034,CRS010,68.7,Spring,2025,1
STU0034,CRS001,84.1,Summer,2023,1
STU0034,CRS037,71.4,Spring,2023,1
STU0034,CRS012,90.8,Spring,2023,1
STU0034,CRS024,70.4,Spring,2024,1
STU0034,CRS018,71.1,Fall,2023,1
STU0034,CRS020,81.2,Fall,2023,1
STU0034,CRS025,73.1,Spring,2024,1
STU0034,CRS011,56.2,Summer,2024,1
STU0035,CRS001,60.4,Fall,2023,1
STU0035,CRS040,62.2,Spring,2025,1
STU0035,CRS010,83.8,Summer,2024,1
STU0035,CRS003,65.3,Fall,2023,1
STU0035,CRS017,56.0,Spring,2025,1
STU0035,CRS006,75.0,Spring,2024,1
STU0035,CRS007,75.4,Spring,2024,1
STU0035,CRS025,64.5,Fall,2023,1
STU0035,CRS015,69.3,Spring,2025,1
STU0035,CRS038,80.0,Spring,2023,1
STU0036,CRS035,76.5,Fall,2025,1
STU0036,CRS001,71.6,Spring,2023,1
STU0036,CRS017,71.5,Fall,2024,1
STU0036,CRS037,79.4,Spring,2025,1
STU0036,CRS030,71.6,Summer,2025,1
STU0036,CRS040,62.3,Spring,2024,1
STU0036,CRS021,64.3,Summer,2023,1
STU0036,CRS025,78.1,Fall,2024,1
STU0036,CRS011,66.2,Fall,2024,1
STU0036,CRS039,76.0,Summer,2024,1
STU0036,CRS014,72.5,Spring,2024,1
STU0036,CRS015,71.3,Fall,2024,1
STU0036,CRS019,75.8,Fall,2025,1
STU0037,CRS013,71.9,Summer,2023,1
STU0037,CRS008,85.8,Spring,2025,1
STU0037,CRS031,47.7,Spring,2023,1
STU0037,CRS035,65.2,Spring,2025,1
STU0037,CRS010,53.0,Spring,2025,1
STU0037,CRS026,66.2,Spring,2025,1
STU0037,CRS006,70.6,Summer,2025,1
STU0037,CRS011,76.7,Fall,2023,1
STU0037,CRS027,86.9,Fall,2024,1
STU0037,CRS038,71.6,Spring,2024,1
STU0038,CRS027,57.5,Summer,2024,1
STU0038,CRS001,80.1,Fall,2023,1
STU0038,CRS015,74.0,Summer,2025,1
STU0038,CRS036,66.8,Spring,2025,1
STU0038,CRS024,62.8,Fall,2023,1
STU0038,CRS017,61.6,Fall,2023,1
STU0038,CRS039,67.2,Summer,2024,1
STU0038,CRS035,75.2,Spring,2025,1
STU0039,CRS040,87.1,Spring,2023,1
STU0039,CRS030,65.6,Summer,2025,1
STU0039,CRS019,77.5,Fall,2024,1
STU0039,CRS017,63.8,Summer,2024,1
STU0039,CRS009,70.4,Fall,2024,1
STU0039,CRS025,69.1,Summer,2025,1
STU0039,CRS011,70.8,Spring,2025,1
STU0039,CRS010,87.3,Spring,2025,1
STU0039,CRS023,69.8,Summer,2025,1
STU0039,CRS015,65.0,Spring,2025,1
STU0040,CRS005,56.6,Summer,2024,1
STU0040,CRS015,81.5,Spring,2023,1
STU0040,CRS040,66.8,Spring,2024,1
STU0040,CRS008,73.6,Summer,2023,1
STU0040,CRS007,67.9,Spring,2025,1
STU0040,CRS017,78.1,Spring,2025,1
STU0040,CRS024,73.2,Summer,2025,1
STU0040,CRS039,66.0,Fall,2025,1
STU0040,CRS003,81.7,Spring,2024,1
STU0040,CRS006,86.4,Summer,2025,1
STU0040,CRS032,70.7,Summer,2023,1
STU0040,CRS010,84.5,Summer,2023,1
STU0040,CRS037,83.6,Summer,2024,1
STU0040,CRS025,83.1,Fall,2025,1
STU0040,CRS004,69.3,Summer,2025,1
STU0041,CRS026,63.4,Summer,2024,1
STU0041,CRS014,66.8,Fall,2025,1
STU0041,CRS032,66.6,Fall,2023,1
STU0041,CRS034,77.9,Summer,2025,1
STU0041,CRS033,68.4,Fall,2023,1
STU0041,CRS016,70.3,Fall,2024,1
STU0041,CRS012,53.5,Spring,2024,1
STU0041,CRS030,76.7,Fall,2024,1
STU0041,CRS018,75.0,Summer,2023,1
STU0042,CRS017,64.3,Spring,2025,1
STU0042,CRS031,58.2,Summer,2024,1
STU0042,CRS001,66.5,Summer,2025,1
STU0042,CRS025,85.6,Fall,2025,1
STU0042,CRS033,71.4,Fall,2025,1
STU0042,CRS008,84.5,Fall,2025,1
STU0042,CRS006,74.2,Spring,2025,1
STU0042,CRS035,67.2,Spring,2025,1
STU0043,CRS030,72.0,Spring,2024,1
STU0043,CRS018,76.6,Fall,2024,1
STU0043,CRS014,76.5,Summer,2024,1
STU0043,CRS009,65.4,Summer,2024,1
STU0043,CRS006,80.6,Summer,2025,1
STU0043,CRS003,73.5,Summer,2025,1
STU0043,CRS008,71.6,Summer,2024,1
STU0043,CRS011,83.9,Summer,2024,1
STU0043,CRS035,42.3,Fall,2023,1
STU0044,CRS008,70.4,Spring,2025,1
STU0044,CRS009,61.0,Spring,2023,1
STU0044,CRS025,79.0,Spring,2024,1
STU0044,CRS011,50.2,Summer,2023,1
STU0044,CRS030,62.6,Summer,2025,1
STU0044,CRS022,73.9,Spring,2024,1
STU0044,CRS034,78.3,Spring,2024,1
STU0044,CRS028,74.4,Summer,2025,1
STU0044,CRS001,57.2,Spring,2024,1
STU0044,CRS002,83.5,Fall,2025,1
STU0044,CRS024,66.4,Summer,2025,1
STU0044,CRS019,72.5,Spring,2024,1
STU0045,CRS009,85.8,Spring,2023,1
STU0045,CRS037,62.6,Spring,2023,1
STU0045,CRS025,66.6,Spring,2025,1
STU0045,CRS008,66.7,Fall,2024,1
STU0045,CRS018,71.2,Spring,2025,1
STU0045,CRS019,65.2,Spring,2025,1
STU0045,CRS039,74.1,Spring,2023,1
STU0045,CRS003,62.7,Fall,2025,1
STU0045,CRS023,63.5,Spring,2025,1
STU0045,CRS010,64.0,Summer,2024,1
STU0045,CRS027,89.8,Fall,2023,1
STU0046,CRS010,68.8,Summer,2025,1
STU0046,CRS024,85.6,Summer,2023,1
STU0046,CRS009,78.6,Fall,2023,1
STU0046,CRS037,84.1,Summer,2025,1
STU0046,CRS038,74.7,Fall,2025,1
STU0046,CRS004,71.0,Fall,2023,1
STU0046,CRS005,64.0,Fall,2024,1
STU0046,CRS025,80.0,Spring,2025,1
STU0047,CRS039,67.7,Spring,2023,1
STU0047,CRS022,72.7,Summer,2023,1
STU0047,CRS033,78.7,Fall,2025,1
STU0047,CRS008,77.8,Fall,2024,1
STU0047,CRS040,86.1,Summer,2024,1
STU0047,CRS019,87.0,Spring,2025,1
STU0047,CRS013,60.8,Fall,2024,1
STU0047,CRS014,82.6,Spring,2024,1
STU0048,CRS016,67.5,Summer,2023,1
STU0048,CRS017,63.9,Fall,2025,1
STU0048,CRS025,87.5,Summer,2023,1
STU0048,CRS038,72.2,Summer,2025,1
STU0048,CRS039,98.0,Summer,2023,1
STU0048,CRS015,62.2,Fall,2024,1
STU0048,CRS013,85.8,Fall,2023,1
STU0048,CRS022,73.4,Spring,2024,1
STU0048,CRS018,75.0,Fall,2025,1
STU0048,CRS027,62.5,Spring,2023,1
STU0049,CRS010,60.7,Fall,2024,1
STU0049,CRS034,77.6,Summer,2025,1
STU0049,CRS038,71.2,Fall,2024,1
STU0049,CRS024,74.9,Spring,2024,1
STU0049,CRS026,52.5,Summer,2025,1
STU0049,CRS002,69.8,Summer,2024,1
STU0049,CRS039,95.6,Fall,2025,1
STU0049,CRS015,75.2,Spring,2024,1
STU0049,CRS022,74.1,Fall,2023,1
STU0049,CRS001,66.0,Spring,2023,1
STU0049,CRS027,63.1,Summer,2024,1
STU0049,CRS003,48.1,Summer,2024,1
STU0049,CRS030,80.8,Summer,2023,1
STU0049,CRS035,83.3,Fall,2025,1
STU0050,CRS039,60.8,Spring,2024,1
STU0050,CRS035,74.8,Summer,2025,1
STU0050,CRS008,64.8,Fall,2023,1
STU0050,CRS023,66.6,Summer,2025,1
STU0050,CRS037,84.9,Spring,2024,1
STU0050,CRS014,92.2,Summer,2024,1
STU0050,CRS004,69.2,Fall,2024,1
STU0050,CRS033,76.8,Summer,2023,1
STU0050,CRS019,51.3,Fall,2023,1
STU0050,CRS022,87.3,Spring,2024,1
STU0050,CRS040,63.0,Fall,2023,1
STU0050,CRS024,66.8,Spring,2024,1
STU0050,CRS017,73.0,Fall,2024,1
STU0050,CRS011,53.6,Spring,2024,1
STU0051,CRS018,79.1,Spring,2025,1
STU0051,CRS021,87.0,Summer,2025,1
STU0051,CRS009,77.7,Fall,2024,1
STU0051,CRS006,77.2,Summer,2024,1
